index,filename,model,einsteinradius,ellipseratio,orientation,lens,source,R,phi,sigma,sigma2,theta,n_sersic,luminosity,x,y
31,image-000031.png,Raytrace,67.7246,0.1483,113.5467,SIE,SersicSphere,45.5466,298.6744,47.7432,28.1029,22.0409,3.2340,62.3022,21.8547,-39.9608
32,image-000032.png,Raytrace,55.8529,0.5509,27.3082,SIE,SersicSphere,12.2840,259.6547,23.8038,27.1733,58.0332,1.0146,65.3810,-2.2060,-12.0843
33,image-000033.png,Raytrace,65.6874,0.7432,13.6603,SIE,SersicSphere,67.5743,28.2126,12.1969,16.1090,62.1387,3.2718,24.3146,59.5464,31.9454
34,image-000034.png,Raytrace,43.0637,0.5297,146.7474,SIE,SersicSphere,9.9389,4.0609,20.5136,21.6624,160.7096,3.3404,77.8373,9.9140,0.7038
35,image-000035.png,Raytrace,53.8259,0.8891,115.3908,SIE,SersicSphere,52.7630,63.4509,9.4096,29.9849,120.5247,4.7790,22.9822,23.5832,47.1992
36,image-000036.png,Raytrace,42.0161,0.5485,43.4609,SIE,SersicSphere,43.7038,228.4426,21.9099,32.0619,149.8841,2.7702,64.3117,-28.9918,-32.7032
37,image-000037.png,Raytrace,58.6041,0.6379,144.0554,SIE,SersicSphere,57.0638,320.2077,29.6006,34.3863,20.4704,2.6446,26.5153,43.8461,-36.5212
38,image-000038.png,Raytrace,56.9316,0.2483,34.4376,SIE,SersicSphere,61.4393,127.4555,6.9023,9.8081,93.4345,4.8508,46.8788,-37.3640,48.7721
39,image-000039.png,Raytrace,62.0592,0.7935,17.0580,SIE,SersicSphere,49.6396,141.6126,22.4994,29.6188,156.0913,1.1592,52.0641,-38.9090,30.8250
40,image-000040.png,Raytrace,73.7508,0.1313,36.9069,SIE,SersicSphere,14.5130,67.1852,35.9026,12.3653,127.6177,4.6727,65.6350,5.6275,13.3776
41,image-000041.png,Raytrace,8.6106,0.5350,175.2058,SIE,SersicSphere,9.0784,316.1146,5.4475,28.3367,170.5166,4.5471,67.4014,6.5431,-6.2933
42,image-000042.png,Raytrace,47.6387,0.6614,115.2619,SIE,SersicSphere,28.2824,158.1394,43.8509,37.2733,141.5666,1.6931,35.0848,-26.2487,10.5309
43,image-000043.png,Raytrace,54.5780,0.8635,19.2083,SIE,SersicSphere,19.5715,202.3167,21.8386,11.5208,111.0102,3.2386,65.6476,-18.1056,-7.4318
44,image-000044.png,Raytrace,32.7792,0.3776,64.7246,SIE,SersicSphere,33.3178,145.6351,18.8638,30.7607,37.9453,1.9285,69.9048,-27.5025,18.8066
45,image-000045.png,Raytrace,63.6920,0.5155,31.8459,SIE,SersicSphere,31.6169,161.6859,41.9531,20.3431,9.7020,1.9049,23.2982,-30.0154,9.9348
46,image-000046.png,Raytrace,72.2919,0.2748,26.8778,SIE,SersicSphere,47.9680,316.3053,16.8344,34.5604,103.2119,3.5852,20.8857,34.6823,-33.1370
47,image-000047.png,Raytrace,39.4644,0.7652,91.5138,SIE,SersicSphere,30.3013,107.2324,19.8861,23.2546,136.9701,4.4661,65.5380,-8.9767,28.9411
48,image-000048.png,Raytrace,8.5549,0.4399,36.9376,SIE,SersicSphere,4.3170,114.9917,12.2217,33.2939,156.0478,3.2984,78.1621,-1.8239,3.9128
49,image-000049.png,Raytrace,34.5792,0.7631,120.8170,SIE,SersicSphere,29.6242,82.1640,22.2461,31.3597,157.5765,2.8258,63.2462,4.0389,29.3476
50,image-000050.png,Raytrace,15.5443,0.5146,102.9953,SIE,SersicSphere,5.9590,233.4843,38.4267,32.5430,91.3631,1.5294,72.4278,-3.5459,-4.7892
51,image-000051.png,Raytrace,37.3113,0.8283,135.2672,SIE,SersicSphere,25.0657,169.9022,40.1796,20.0058,7.4973,4.5865,29.4314,-24.6774,4.3948
52,image-000052.png,Raytrace,34.4646,0.6397,19.2795,SIE,SersicSphere,5.7540,165.2680,14.8564,32.9138,148.1053,1.4749,29.8817,-5.5649,1.4632
53,image-000053.png,Raytrace,65.6577,0.8706,80.5034,SIE,SersicSphere,13.0884,229.2315,25.2109,39.1578,115.8182,2.8059,75.8671,-8.5468,-9.9125
54,image-000054.png,Raytrace,25.9337,0.4220,53.6593,SIE,SersicSphere,14.8263,314.4298,9.6269,2.5235,91.9524,2.2715,70.7459,10.3789,-10.5876
55,image-000055.png,Raytrace,28.8665,0.2326,150.8791,SIE,SersicSphere,9.9996,72.8526,34.6770,20.4958,153.3098,2.0346,25.7644,2.9482,9.5551
56,image-000056.png,Raytrace,4.2670,0.8137,34.7795,SIE,SersicSphere,1.8679,278.6953,11.3839,13.4499,82.5520,3.9239,51.8606,0.2824,-1.8465
57,image-000057.png,Raytrace,44.5879,0.7680,78.6369,SIE,SersicSphere,8.6699,109.5607,33.9334,16.4026,2.3840,2.9178,76.0210,-2.9027,8.1696
58,image-000058.png,Raytrace,42.6581,0.3658,3.0705,SIE,SersicSphere,49.3075,279.4060,43.8153,8.4488,92.7534,1.4228,74.4701,8.0583,-48.6446
59,image-000059.png,Raytrace,29.5407,0.7479,44.2447,SIE,SersicSphere,30.2860,196.2111,6.8470,2.5026,119.8952,3.2713,78.9747,-29.0818,-8.4552
60,image-000060.png,Raytrace,23.8381,0.5402,139.5657,SIE,SersicSphere,23.3027,222.7546,29.4427,6.3872,52.5192,2.7418,54.4025,-17.1104,-15.8193
61,image-000061.png,Raytrace,35.5478,0.4987,160.9939,SIE,SersicSphere,14.4534,277.2818,23.2256,36.9611,134.8493,4.2149,69.3936,1.8320,-14.3369
62,image-000062.png,Raytrace,55.6704,0.6352,4.4869,SIE,SersicSphere,35.5362,141.6416,7.7373,32.5125,6.3190,4.8091,39.0306,-27.8655,22.0530
63,image-000063.png,Raytrace,48.5657,0.5561,113.0987,SIE,SersicSphere,22.4179,334.9004,41.8971,34.8927,65.3558,3.1146,57.5073,20.3010,-9.5095
64,image-000064.png,Raytrace,23.5819,0.5299,52.6018,SIE,SersicSphere,9.9935,349.1279,46.3698,1.5360,19.8044,4.6409,64.4194,9.8141,-1.8849
65,image-000065.png,Raytrace,33.7400,0.6881,10.4788,SIE,SersicSphere,18.0214,327.7481,18.2630,32.3798,114.5295,1.2761,60.9006,15.2409,-9.6170
66,image-000066.png,Raytrace,21.4628,0.3838,10.9302,SIE,SersicSphere,9.0037,203.2182,48.3200,36.7359,41.1732,2.8204,73.0564,-8.2745,-3.5496
67,image-000067.png,Raytrace,58.7956,0.8458,105.3044,SIE,SersicSphere,9.7004,100.7698,42.0834,23.3793,173.3531,4.0967,48.8012,-1.8126,9.5296
68,image-000068.png,Raytrace,43.5560,0.5125,20.8010,SIE,SersicSphere,21.5430,255.6575,20.1810,17.7785,171.8356,3.8577,53.6354,-5.3366,-20.8715
69,image-000069.png,Raytrace,2.7728,0.2028,177.0569,SIE,SersicSphere,3.2823,68.5072,45.5201,38.3346,159.6571,4.1097,52.0542,1.2026,3.0541
70,image-000070.png,Raytrace,31.6679,0.2883,123.6941,SIE,SersicSphere,21.6661,34.8628,17.8937,5.6489,135.0268,3.5029,68.5002,17.7775,12.3846
71,image-000071.png,Raytrace,10.5087,0.2656,167.8134,SIE,SersicSphere,5.2509,212.6813,21.2189,15.3496,139.9823,4.8641,37.8999,-4.4196,-2.8353
72,image-000072.png,Raytrace,9.6875,0.7661,122.7753,SIE,SersicSphere,1.9324,324.5584,22.3352,23.3279,178.9915,3.4820,48.5118,1.5743,-1.1205
73,image-000073.png,Raytrace,41.9507,0.8750,10.8619,SIE,SersicSphere,19.1034,226.6181,25.5379,30.8739,122.9827,1.4436,53.6627,-13.1213,-13.8842
74,image-000074.png,Raytrace,41.6279,0.1948,154.2593,SIE,SersicSphere,20.4825,274.3324,25.0235,9.8647,41.0827,4.7212,73.5346,1.5473,-20.4239
75,image-000075.png,Raytrace,31.6230,0.8773,169.0999,SIE,SersicSphere,17.1942,259.6382,47.9661,14.3343,145.0452,3.8164,63.5978,-3.0926,-16.9138
76,image-000076.png,Raytrace,16.5168,0.4895,65.4365,SIE,SersicSphere,17.2979,182.3185,18.7780,9.2511,176.2483,3.2723,20.1244,-17.2837,-0.6998
77,image-000077.png,Raytrace,68.4812,0.2860,148.6057,SIE,SersicSphere,81.0961,353.9975,23.9629,7.5691,144.7606,3.0232,23.9943,80.6515,-8.4804
78,image-000078.png,Raytrace,4.6968,0.3628,61.9427,SIE,SersicSphere,3.0049,223.3766,16.0618,39.1109,168.1002,4.6937,59.3310,-2.1841,-2.0638
79,image-000079.png,Raytrace,52.8322,0.2175,148.4781,SIE,SersicSphere,25.2593,89.3497,28.1650,13.7140,120.0542,1.0131,75.9764,0.2867,25.2577
80,image-000080.png,Raytrace,60.9423,0.8786,132.5219,SIE,SersicSphere,40.3717,250.9605,24.9651,36.9015,78.7361,1.3337,79.7210,-13.1700,-38.1631
81,image-000081.png,Raytrace,65.8845,0.2441,88.4444,SIE,SersicSphere,37.9420,182.4840,8.3847,24.0178,170.0241,4.5756,76.9480,-37.9064,-1.6444
82,image-000082.png,Raytrace,4.3568,0.2186,162.9350,SIE,SersicSphere,1.1949,83.6538,20.8504,22.8248,23.1421,1.7457,36.0492,0.1321,1.1876
83,image-000083.png,Raytrace,56.0871,0.6631,95.9253,SIE,SersicSphere,38.6929,140.6276,6.1232,26.4492,60.2508,3.3272,72.2957,-29.9111,24.5452
84,image-000084.png,Raytrace,62.4898,0.3406,150.1299,SIE,SersicSphere,55.4765,167.3764,14.6856,10.5985,118.3479,1.4158,35.2048,-54.1354,12.1241
85,image-000085.png,Raytrace,65.8064,0.8685,114.5017,SIE,SersicSphere,19.6911,178.0776,10.1171,15.8024,126.5433,2.3533,23.7065,-19.6800,0.6606
86,image-000086.png,Raytrace,59.8674,0.8108,7.0430,SIE,SersicSphere,7.8520,21.1447,12.3282,8.5971,44.0105,4.4621,48.0202,7.3233,2.8324
87,image-000087.png,Raytrace,48.3321,0.2297,18.8908,SIE,SersicSphere,25.5130,281.8854,28.4145,33.1041,178.5534,4.3231,62.4468,5.2545,-24.9660
88,image-000088.png,Raytrace,42.2967,0.2964,110.2488,SIE,SersicSphere,30.0014,157.1673,33.6401,31.2499,8.7841,2.5547,60.6182,-27.6506,11.6418
89,image-000089.png,Raytrace,28.5972,0.3819,31.2036,SIE,SersicSphere,12.1650,116.5642,38.2069,4.0704,47.7558,4.5702,53.3450,-5.4402,10.8808
90,image-000090.png,Raytrace,53.6930,0.4196,133.6903,SIE,SersicSphere,36.8674,314.9488,34.8454,21.8428,136.1441,3.2079,78.7151,26.0458,-26.0925
91,image-000091.png,Raytrace,37.5481,0.5149,102.9434,SIE,SersicSphere,15.5845,19.6250,29.8094,33.6196,80.0490,2.3067,60.0598,14.6792,5.2343
92,image-000092.png,Raytrace,59.4054,0.2410,150.6844,SIE,SersicSphere,41.9544,257.1910,28.7014,12.8734,54.4864,3.5324,78.3529,-9.3014,-40.9104
93,image-000093.png,Raytrace,22.8654,0.3133,85.8963,SIE,SersicSphere,26.2159,237.2135,46.2688,21.1889,178.0985,4.0809,77.7993,-14.1962,-22.0395
94,image-000094.png,Raytrace,64.7076,0.2017,79.7948,SIE,SersicSphere,24.4581,136.8819,12.0763,25.7048,68.1830,1.4828,29.9707,-17.8531,16.7172
95,image-000095.png,Raytrace,57.2592,0.1227,165.0041,SIE,SersicSphere,68.3458,200.1364,45.7610,29.6720,166.3852,1.3723,68.8877,-64.1682,-23.5285
96,image-000096.png,Raytrace,70.0409,0.6754,34.9435,SIE,SersicSphere,34.9637,166.5050,40.0566,29.0107,106.0727,4.1830,58.7945,-33.9983,8.1591
97,image-000097.png,Raytrace,55.9604,0.7906,24.1074,SIE,SersicSphere,66.5474,161.4919,8.6610,3.8818,117.6340,4.0926,40.1287,-63.1055,21.1247
98,image-000098.png,Raytrace,34.3612,0.8205,105.2748,SIE,SersicSphere,30.9527,52.4402,47.9037,5.0733,84.0508,2.1886,61.6832,18.8684,24.5367
99,image-000099.png,Raytrace,48.9907,0.5953,147.8785,SIE,SersicSphere,25.0861,69.1550,7.7145,25.5731,176.8182,4.3304,22.1806,8.9266,23.4441
100,image-000100.png,Raytrace,69.6831,0.1464,6.8400,SIE,SersicSphere,22.8379,134.3779,49.3669,38.7281,172.8580,4.2787,42.4237,-15.9725,16.3232
101,image-000101.png,Raytrace,72.9561,0.8479,116.7627,SIE,SersicSphere,64.1819,301.6211,17.2067,29.6821,74.8568,2.3965,33.6985,33.6505,-54.6531
102,image-000102.png,Raytrace,42.7461,0.5213,105.5694,SIE,SersicSphere,33.0736,272.5931,26.1924,30.1579,83.6748,4.2957,73.0601,1.4963,-33.0397
103,image-000103.png,Raytrace,68.3400,0.1476,33.5163,SIE,SersicSphere,50.1354,168.4753,32.8348,15.6759,66.8510,2.0910,59.8478,-49.1246,10.0166
104,image-000104.png,Raytrace,51.7376,0.8309,135.8808,SIE,SersicSphere,45.1004,164.9558,31.0364,4.1368,132.9440,4.7882,61.7297,-43.5546,11.7065
105,image-000105.png,Raytrace,29.1883,0.4434,166.9830,SIE,SersicSphere,23.3512,230.9379,6.7551,21.3392,80.5876,1.2841,78.0233,-14.7151,-18.1314
106,image-000106.png,Raytrace,52.9643,0.2483,166.3470,SIE,SersicSphere,34.9112,332.5589,43.1357,30.2492,3.2584,3.8396,62.6068,30.9832,-16.0884
107,image-000107.png,Raytrace,40.8958,0.1174,91.5559,SIE,SersicSphere,11.6536,207.0272,38.3646,29.6323,40.4759,2.0548,70.9010,-10.3810,-5.2956
108,image-000108.png,Raytrace,26.8597,0.4587,78.1285,SIE,SersicSphere,8.5997,170.8746,41.9011,36.9582,53.8216,3.4404,58.7330,-8.4909,1.3639
109,image-000109.png,Raytrace,13.5924,0.4516,36.4772,SIE,SersicSphere,1.8662,279.6439,49.7132,5.5333,111.6566,4.3618,61.1730,0.3126,-1.8398
110,image-000110.png,Raytrace,64.4080,0.4478,120.3506,SIE,SersicSphere,51.3477,207.0862,15.8858,15.6902,13.2258,4.6504,61.3410,-45.7160,-23.3802
111,image-000111.png,Raytrace,21.3996,0.8446,93.4976,SIE,SersicSphere,10.0058,250.9122,35.9864,16.1875,146.9354,1.2831,47.9815,-3.2721,-9.4557
112,image-000112.png,Raytrace,3.8507,0.4098,101.2956,SIE,SersicSphere,4.4139,171.4152,36.5309,23.7530,164.5282,1.4583,64.7199,-4.3645,0.6589
113,image-000113.png,Raytrace,45.7798,0.1197,49.4485,SIE,SersicSphere,12.8762,63.2514,44.6346,34.4800,125.0491,4.3301,66.4763,5.7953,11.4983
114,image-000114.png,Raytrace,52.7031,0.1295,120.9139,SIE,SersicSphere,7.1898,77.0578,6.7391,7.0052,56.8401,2.5170,31.5874,1.6103,7.0072
115,image-000115.png,Raytrace,31.5779,0.5465,114.2941,SIE,SersicSphere,3.9590,315.6385,44.5985,8.9822,106.7324,3.7519,59.9966,2.8304,-2.7680
116,image-000116.png,Raytrace,67.5785,0.6307,169.4918,SIE,SersicSphere,20.5619,240.0314,39.1384,24.7297,4.8130,3.0570,63.2221,-10.2712,-17.8128
117,image-000117.png,Raytrace,11.8833,0.4686,177.2883,SIE,SersicSphere,5.6070,351.4278,34.7242,11.3960,59.9920,1.8679,44.0460,5.5444,-0.8358
118,image-000118.png,Raytrace,56.3058,0.2209,1.2118,SIE,SersicSphere,27.9840,146.6169,15.9947,38.6606,24.7489,1.0793,44.7670,-23.3669,15.3977
119,image-000119.png,Raytrace,9.7355,0.7436,45.8365,SIE,SersicSphere,7.0058,92.4544,20.9336,34.7332,44.9040,3.9510,64.9516,-0.3000,6.9994
120,image-000120.png,Raytrace,38.2137,0.8291,83.9811,SIE,SersicSphere,5.7152,265.5711,12.3052,19.8425,138.3279,2.3166,49.2647,-0.4413,-5.6981
121,image-000121.png,Raytrace,17.2549,0.8476,77.8930,SIE,SersicSphere,11.6562,285.2249,6.4536,3.4213,18.8265,4.0643,47.5435,3.0610,-11.2471
122,image-000122.png,Raytrace,55.0940,0.8298,173.6508,SIE,SersicSphere,33.4665,1.8656,39.4944,16.6992,70.6752,1.8565,59.6026,33.4488,1.0895
123,image-000123.png,Raytrace,67.2967,0.1349,148.0675,SIE,SersicSphere,5.1222,169.5845,6.8482,11.7772,168.8587,4.5546,64.7284,-5.0378,0.9260
124,image-000124.png,Raytrace,34.4143,0.2910,13.0047,SIE,SersicSphere,28.2089,351.6356,20.9751,34.8316,76.5425,3.9097,72.9392,27.9088,-4.1035
125,image-000125.png,Raytrace,22.1812,0.5016,6.6821,SIE,SersicSphere,12.6763,18.4241,33.4189,28.0056,92.3753,3.5120,51.5386,12.0265,4.0063
126,image-000126.png,Raytrace,52.4922,0.5882,138.1616,SIE,SersicSphere,1.5803,238.0294,34.2258,36.6431,25.7154,1.1636,75.2405,-0.8368,-1.3406
127,image-000127.png,Raytrace,6.8227,0.4755,23.4685,SIE,SersicSphere,3.5118,71.7148,36.3498,1.9475,8.5584,1.5098,43.0823,1.1018,3.3345
128,image-000128.png,Raytrace,5.6823,0.8402,29.5713,SIE,SersicSphere,4.7409,253.0955,35.2136,8.0500,174.9934,3.6717,20.7056,-1.3786,-4.5361
129,image-000129.png,Raytrace,18.4264,0.6782,169.7485,SIE,SersicSphere,17.5211,215.9787,47.3041,32.7699,122.7924,2.8961,39.7678,-14.1787,-10.2934
130,image-000130.png,Raytrace,61.8161,0.4390,111.3757,SIE,SersicSphere,64.5687,270.6312,43.1544,22.1062,49.4274,1.4499,44.2444,0.7113,-64.5648
131,image-000131.png,Raytrace,6.9537,0.4124,47.2822,SIE,SersicSphere,2.0061,283.4212,32.0052,30.5453,15.8464,3.0777,20.1813,0.4656,-1.9514
132,image-000132.png,Raytrace,11.6464,0.6830,179.7152,SIE,SersicSphere,10.4407,243.5055,26.9861,32.6592,12.2123,2.4519,38.0552,-4.6577,-9.3441
133,image-000133.png,Raytrace,15.3073,0.7179,145.6778,SIE,SersicSphere,1.5260,86.6389,46.7677,1.6252,50.8172,2.8642,20.7908,0.0895,1.5234
134,image-000134.png,Raytrace,44.6320,0.6915,129.7133,SIE,SersicSphere,20.1025,345.0246,34.4043,2.1630,158.1937,4.2434,72.6820,19.4197,-5.1946
135,image-000135.png,Raytrace,34.7382,0.6004,22.6887,SIE,SersicSphere,35.4891,179.5203,45.9004,14.1080,10.0721,3.7948,27.3736,-35.4878,0.2971
136,image-000136.png,Raytrace,20.5128,0.2273,153.6473,SIE,SersicSphere,4.8418,163.7459,16.6095,23.7684,160.1402,1.1041,58.9402,-4.6483,1.3552
137,image-000137.png,Raytrace,42.7714,0.5336,29.2133,SIE,SersicSphere,18.3176,117.0713,33.6914,15.9409,128.7405,2.4961,44.6319,-8.3363,16.3107
138,image-000138.png,Raytrace,16.3716,0.8899,53.0609,SIE,SersicSphere,11.4787,120.6975,17.7588,7.9710,109.1977,3.8583,66.0962,-5.8599,9.8703
139,image-000139.png,Raytrace,54.0045,0.1540,20.8700,SIE,SersicSphere,60.1626,293.9763,48.2615,28.6082,88.5273,1.3366,51.7876,24.4476,-54.9714
140,image-000140.png,Raytrace,22.4957,0.2414,63.6253,SIE,SersicSphere,19.7840,34.2845,10.2088,36.4325,34.5515,2.5980,59.9268,16.3465,11.1444
141,image-000141.png,Raytrace,68.2654,0.5631,37.3126,SIE,SersicSphere,47.3044,216.8216,47.6479,35.5623,33.6974,3.6805,68.9122,-37.8674,-28.3507
142,image-000142.png,Raytrace,46.9118,0.1779,47.5447,SIE,SersicSphere,31.4930,257.0778,27.7077,5.4569,109.7884,3.3195,22.3787,-7.0427,-30.6954
143,image-000143.png,Raytrace,67.2341,0.8099,39.8270,SIE,SersicSphere,41.0161,11.6300,9.2399,38.5708,62.6300,4.9429,36.2356,40.1740,8.2685
144,image-000144.png,Raytrace,15.4310,0.3018,1.3420,SIE,SersicSphere,1.4641,248.5660,7.1911,9.7619,87.4690,4.9698,45.9217,-0.5350,-1.3628
145,image-000145.png,Raytrace,32.2284,0.6549,117.2520,SIE,SersicSphere,2.0206,334.7973,17.4649,33.1371,133.9113,1.3194,30.6222,1.8282,-0.8604
146,image-000146.png,Raytrace,70.3612,0.7745,79.6863,SIE,SersicSphere,80.4058,159.6303,34.5351,9.4242,106.2357,4.2986,79.3072,-75.3777,27.9874
147,image-000147.png,Raytrace,64.2677,0.1367,145.7035,SIE,SersicSphere,59.6472,237.6438,8.3922,29.9136,172.4155,2.4425,79.9988,-31.9221,-50.3862
148,image-000148.png,Raytrace,72.1431,0.1692,142.3010,SIE,SersicSphere,35.9505,1.0265,10.5578,26.4996,19.0401,4.0134,58.6265,35.9447,0.6441
149,image-000149.png,Raytrace,60.6695,0.2594,127.0110,SIE,SersicSphere,53.8927,102.0595,29.6152,5.0579,56.0920,2.5588,40.0198,-11.2596,52.7034
150,image-000150.png,Raytrace,71.9731,0.4143,102.5708,SIE,SersicSphere,51.0710,116.9969,37.8335,35.7603,124.9291,1.5593,23.8824,-23.1833,45.5059
151,image-000151.png,Raytrace,5.3563,0.7753,104.1232,SIE,SersicSphere,5.9422,206.9439,21.9221,23.2118,31.0956,1.1022,39.1299,-5.2972,-2.6925
152,image-000152.png,Raytrace,27.4314,0.1836,103.8629,SIE,SersicSphere,3.9577,130.1919,33.9701,13.3263,37.7889,4.4240,33.4967,-2.5541,3.0233
153,image-000153.png,Raytrace,73.5454,0.6805,157.8846,SIE,SersicSphere,87.0057,42.1688,26.8044,39.1220,168.7111,1.2835,68.0273,64.4860,58.4084
154,image-000154.png,Raytrace,10.0606,0.3160,35.3038,SIE,SersicSphere,8.9057,140.9538,20.8148,12.1676,49.5220,1.9498,23.7121,-6.9165,5.6101
155,image-000155.png,Raytrace,18.7397,0.7974,178.1636,SIE,SersicSphere,19.5690,92.8955,47.3640,35.1900,149.3755,1.6794,21.8533,-0.9885,19.5440
156,image-000156.png,Raytrace,32.8487,0.4839,116.3282,SIE,SersicSphere,31.8255,230.8069,27.3947,32.1900,76.1549,1.4654,35.5991,-20.1117,-24.6654
157,image-000157.png,Raytrace,44.1081,0.5342,77.1076,SIE,SersicSphere,37.8074,260.0662,40.6844,22.0245,43.5697,3.2022,67.5234,-6.5222,-37.2406
158,image-000158.png,Raytrace,23.1565,0.1123,127.5544,SIE,SersicSphere,13.9304,133.1516,28.2628,8.8785,61.1859,1.4858,26.4862,-9.5274,10.1629
159,image-000159.png,Raytrace,66.7433,0.1256,93.6594,SIE,SersicSphere,15.1079,283.0075,33.9991,13.0907,50.1996,3.4260,52.7032,3.4005,-14.7202
