filename,sigma,xiX,xiY,alpha[0][1],beta[0][1],alpha[1][0],alpha[1][2],beta[1][2],alpha[2][1],beta[2][1],alpha[2][3],beta[2][3],alpha[3][0],alpha[3][2],beta[3][2],alpha[3][4],beta[3][4],alpha[4][1],beta[4][1],alpha[4][3],beta[4][3],alpha[4][5],beta[4][5]
image-007219.png,43.5954,99.797745,-116.373886,-102.20082,133.1331,-0.34663847,-0.089576714,-0.3348645,0.0013078296,-0.0017036597,0.0019837564,0.000823156,-4.435817e-06,4.585133e-06,1.7140599e-05,-1.9216914e-05,1.1073485e-05,5.5786202e-08,-7.2670545e-08,-2.1154557e-07,-8.7780435e-08,4.2185164e-08,-3.1786158e-07
image-001408.png,10.469,-152.17891,114.509155,177.57335,-101.03277,-0.49319145,0.25196856,-0.4239689,-0.0031044064,0.0017662944,6.763877e-05,-0.003571073,-8.622166e-06,-1.7620052e-05,2.9647967e-05,-2.0605885e-05,-3.786742e-05,-1.8090817e-07,1.0293017e-07,-9.854061e-09,5.2025746e-07,-6.190823e-07,-3.8397434e-07
image-005091.png,31.745901,30.49562,160.21382,-23.234776,-179.30763,-0.45817715,-0.44304463,0.11678078,0.0004476074,0.00345428,0.0013132554,0.0032261068,-8.826575e-06,3.4140216e-05,-8.998915e-06,3.839874e-05,-2.1754255e-05,2.8743179e-08,2.2181716e-07,-2.1082724e-07,-5.179124e-07,-4.702184e-07,-6.258995e-07
image-002176.png,12.940201,-153.26805,-180.0812,111.88452,160.6953,-0.46326062,-0.160757,0.4344739,-0.0018787857,-0.002698425,-0.003182708,0.0008256532,-7.779158e-06,1.0797846e-05,-2.9183067e-05,-2.9528339e-05,-2.5317186e-05,-1.0516305e-07,-1.5104152e-07,4.4537185e-07,-1.15537674e-07,6.46676e-08,-6.4090557e-07
image-006088.png,21.9344,145.87804,105.36009,-149.87724,-110.73687,-0.47421584,0.13929842,0.45329526,0.0029117647,0.0021513584,0.0012011332,-0.0034152593,-9.212906e-06,-1.0824972e-05,-3.5225872e-05,-3.8115082e-05,2.5868541e-05,1.8856261e-07,1.3931957e-07,-1.9446011e-07,5.529209e-07,8.1990976e-07,3.28491e-08
image-007718.png,18.8666,-133.38557,-28.894388,122.58194,25.137693,-0.49122855,0.45158052,0.19334044,-0.005667248,-0.0011621737,0.004752418,0.0032989187,-2.2710636e-05,-8.351046e-05,-3.5754307e-05,7.837224e-05,8.217126e-05,-8.733666e-07,-1.7909997e-07,-1.8309609e-06,-1.2709721e-06,1.6561216e-06,2.6446407e-06
image-007258.png,26.8372,74.84693,-69.292725,-88.31498,85.783066,-0.3918708,0.011395558,-0.39170507,0.0026840575,-0.0026071083,0.0025279536,0.0027587367,-1.1909688e-05,-1.3853295e-06,4.7618607e-05,-5.9447728e-05,-3.4618588e-06,2.7191177e-07,-2.6411632e-07,-6.402437e-07,-6.9869316e-07,1.0038221e-06,-8.67517e-07
image-003282.png,29.252,-58.482883,-318.16504,51.129135,246.41806,-0.46502906,-0.42664102,0.18501209,-0.0005237198,-0.0025240798,-0.0014846935,-0.0021073553,-4.7633293e-06,1.7480474e-05,-7.580375e-06,1.6277008e-05,-1.7386541e-05,-1.7881678e-08,-8.618117e-08,1.2673195e-07,1.7988174e-07,2.6297081e-07,1.60457e-07
image-003458.png,22.889,168.2803,7.2452784,-172.82204,-4.7554584,-0.49820694,0.4974531,0.027397081,0.004305395,0.000118469405,-0.004292365,-0.0003550497,-1.2411482e-05,-4.957081e-05,-2.7300975e-06,6.168208e-05,6.8149157e-06,3.575243e-07,9.8378194e-09,8.9110586e-07,7.370922e-08,-1.2399857e-06,-1.7164113e-07
image-008394.png,48.3069,-139.67955,-24.220167,142.8129,43.137802,-0.5163945,0.43004242,0.28587902,-0.0051333057,-0.001550557,0.0034165112,0.0041330988,-1.8561426e-05,-6.183025e-05,-4.1102852e-05,3.5920188e-05,8.557396e-05,-6.150432e-07,-1.8577883e-07,-1.0233668e-06,-1.2380104e-06,2.3361586e-07,2.236543e-06
image-008157.png,8.302601,-70.72375,94.35969,71.78083,-104.24433,-0.40972075,-0.14615467,-0.3827661,-0.0022566298,0.00327721,-0.0038665896,-0.00093913195,-1.2880711e-05,1.8379114e-05,4.8133275e-05,-4.8013164e-05,4.292498e-05,-2.364781e-07,3.434274e-07,1.012975e-06,2.460352e-07,1.8409592e-07,1.4477381e-06
image-002945.png,21.5209,41.571842,27.588728,-94.58028,-83.056496,-0.34495255,0.044568434,0.34206125,0.0021309876,0.0018713454,0.0015803335,-0.0023549076,-7.772124e-06,-4.0166847e-06,-3.0827923e-05,-3.756322e-05,9.957545e-06,1.6004424e-07,1.4054426e-07,-2.967207e-07,4.421534e-07,6.674979e-07,3.3194948e-07
image-001950.png,11.903101,-199.04036,50.025158,214.67468,-52.750267,-0.4316382,0.38248223,-0.20004721,-0.0024553814,0.000603341,0.0018961322,-0.0016726032,-4.936942e-06,-1.7498847e-05,9.152309e-06,1.408038e-05,-2.0275054e-05,-9.361294e-08,2.300275e-08,-1.8072805e-07,1.5942258e-07,1.2076435e-07,-3.1503842e-07
image-000183.png,23.9845,-76.46711,-150.49234,89.545845,140.30095,-0.50685984,-0.21344309,0.45972705,-0.0024912576,-0.0039033166,-0.004589438,0.0006158757,-1.4101363e-05,2.3752827e-05,-5.116032e-05,-4.5500517e-05,-5.3860138e-05,-2.310312e-07,-3.6198097e-07,1.0640242e-06,-1.4278581e-07,4.4598622e-07,-1.4352927e-06
image-008312.png,6.6508007,268.34744,-385.38144,-143.46036,191.74382,-0.310413,-0.08760727,-0.29779387,0.00072314544,-0.0009665293,0.0011313292,0.0004209659,-1.5647092e-06,1.7664195e-06,6.004398e-06,-6.577213e-06,4.236524e-06,1.2150609e-08,-1.6240056e-08,-4.752274e-08,-1.7683139e-08,4.972833e-09,-7.081409e-08
image-003595.png,31.012001,-22.251762,197.41306,21.037756,-200.75726,-0.38337108,-0.3750427,-0.07947569,-0.00022765316,0.0021724289,-0.00067306834,0.0020780403,-4.148524e-06,1.6233605e-05,3.4400805e-06,1.8959736e-05,8.413369e-06,-8.211579e-09,7.8360756e-08,6.06949e-08,-1.8739026e-07,1.3751327e-07,-2.390316e-07
image-002355.png,15.1647005,-1.8447771,-102.88426,12.464195,124.798164,-0.4777478,-0.4683109,0.094487436,-0.0005425701,-0.005432501,-0.0016062757,-0.005217886,-2.0796502e-05,8.154285e-05,-1.6452266e-05,9.5847834e-05,-4.0318213e-05,-7.872745e-08,-7.8826133e-07,5.826804e-07,1.892801e-06,1.3237321e-06,2.4362407e-06
image-001807.png,41.0267,-92.63147,71.58792,106.8653,-75.93273,-0.432612,0.14233509,-0.40852642,-0.0034912503,0.0024806946,-0.001193915,-0.0041130576,-1.4133276e-05,-1.8600142e-05,5.338564e-05,-5.536715e-05,-4.391146e-05,-3.8019292e-07,2.7014462e-07,3.2503974e-07,1.1197674e-06,-1.6301138e-06,-8.606514e-08
image-009551.png,38.8802,-71.770874,190.07343,73.1646,-188.4051,-0.46712685,-0.34469917,-0.31526172,-0.0011724781,0.0030192316,-0.0029028526,0.0014366318,-7.4858062e-06,2.209551e-05,2.0208545e-05,3.3324022e-06,3.728039e-05,-6.26307e-08,1.6127943e-07,3.876569e-07,-1.9185272e-07,5.817529e-07,1.6807999e-07
image-006366.png,29.780201,160.68953,-60.66545,-165.72784,57.152603,-0.42053,0.33113644,-0.2592183,0.0028610004,-0.0009866394,-0.0016446543,0.0025404512,-7.259712e-06,-2.286596e-05,1.7899798e-05,8.714587e-06,-3.5236935e-05,1.6463383e-07,-5.6775328e-08,2.3660058e-07,-3.6547027e-07,5.456287e-08,6.0707305e-07
image-006961.png,15.997101,-2.4933703,-22.101675,-5.3032007,132.75447,-0.26292711,-0.2620893,-0.02097306,6.230737e-05,-0.0015597336,0.00018652501,-0.0015497934,-3.0891338e-06,1.2317161e-05,9.85651e-07,1.5249112e-05,2.4562758e-06,2.4401672e-09,-6.108443e-08,-1.826237e-08,1.5173785e-07,-4.2431108e-08,2.097166e-07
image-007153.png,37.3265,-49.176716,121.78114,52.633183,-132.8245,-0.46200243,-0.3366031,-0.31645626,-0.0016510913,0.0041666753,-0.0040569766,0.00190479,-1.4492913e-05,4.2236657e-05,3.970866e-05,4.4667977e-06,7.2326766e-05,-1.7264789e-07,4.3569224e-07,1.0605537e-06,-4.979403e-07,1.5592707e-06,5.091205e-07
image-006431.png,26.2851,-113.90497,51.45329,127.4283,-59.524776,-0.38644546,0.24800542,-0.29636702,-0.0028861016,0.0013481665,0.00081827,-0.0030785662,-8.752537e-06,-2.2468128e-05,2.6849466e-05,-7.7148e-06,-4.307731e-05,-2.1788941e-07,1.0178131e-07,-1.5444044e-07,5.8104933e-07,-4.850943e-07,-6.878699e-07
image-006785.png,40.7122,-30.87093,-41.81434,59.61385,80.90966,-0.3316175,-0.09825425,0.31672746,-0.0019472158,-0.002642818,-0.0031010886,0.0010767484,-1.0831894e-05,1.2837435e-05,-4.138211e-05,-4.4650533e-05,-3.0652544e-05,-2.1201166e-07,-2.877484e-07,8.4411147e-07,-2.9308924e-07,-4.1760796e-08,-1.250268e-06
image-001145.png,28.995,78.905945,158.75093,-95.71751,-173.63252,-0.42282218,-0.22573137,0.35752478,0.0013059424,0.0023689931,0.0027003454,0.00016046765,-5.7688667e-06,1.2319261e-05,-1.9511868e-05,-1.2402176e-05,-2.604192e-05,5.9393038e-08,1.0773958e-07,-3.070229e-07,-1.8244794e-08,-2.510718e-07,3.4981565e-07
image-000230.png,9.1542,40.423454,-56.28221,-88.97328,108.7534,-0.3690607,-0.07310833,-0.3617471,0.0018414133,-0.0022507878,0.0025709555,0.0013590574,-7.638173e-06,6.0522734e-06,2.9947238e-05,-3.519359e-05,1.4830844e-05,1.2703451e-07,-1.5527624e-07,-4.4340956e-07,-2.3439495e-07,1.9867917e-07,-6.7347645e-07
image-001703.png,12.7376995,-75.57676,19.477297,115.42606,-46.194996,-0.31147587,0.22547264,-0.2148937,-0.002173424,0.0008698322,0.00097319327,-0.002129149,-5.8649593e-06,-1.698222e-05,1.6185433e-05,1.4081295e-06,-2.929097e-05,-1.3641554e-07,5.459525e-08,-1.527068e-07,3.3409145e-07,-1.6793635e-07,-4.860791e-07
image-002016.png,5.431801,26.159206,79.08506,-43.549168,-136.06796,-0.44175357,-0.35966077,0.25649628,0.001249098,0.0039027662,0.0032830448,0.0024522336,-1.2670587e-05,4.1263847e-05,-2.9427798e-05,2.0636131e-05,-5.9897782e-05,1.1942407e-07,3.731367e-07,-7.8471544e-07,-5.8613443e-07,-1.370904e-06,-3.0211805e-08
image-006496.png,48.757797,-52.963898,-5.35054,116.98861,32.12038,-0.2469311,0.21231194,0.12608972,-0.0014540057,-0.00039921168,0.001046309,0.0010856979,-3.0690107e-06,-1.0554969e-05,-6.2684812e-06,7.3429114e-06,1.3474134e-05,-6.023757e-08,-1.6538824e-08,-1.0836806e-07,-1.1244764e-07,5.0058798e-08,2.1282577e-07
image-002063.png,7.6378,-15.623415,-86.97796,27.762344,87.4522,-0.41769496,-0.34121287,0.24092084,-0.0017260532,-0.0054371175,-0.004546061,-0.0034459897,-2.5969122e-05,8.485617e-05,-5.991457e-05,4.3450807e-05,-0.00012235975,-3.577099e-07,-1.1267967e-06,2.3553316e-06,1.7853803e-06,4.1353783e-06,1.3992198e-07
image-002764.png,18.3317,1.0068455,-44.6505,4.584265,161.01645,-0.34351778,-0.34296134,0.019544601,-6.2545645e-05,-0.0021968358,-0.00018743433,-0.002189719,-4.6868017e-06,1.871684e-05,-1.0666311e-06,2.3282293e-05,-2.662258e-06,-2.844482e-09,-9.9908796e-08,2.131058e-08,2.4896278e-07,4.9617277e-08,3.4628587e-07
image-002001.png,39.0703,124.18444,-70.15368,-132.89839,66.42364,-0.51635426,0.30993968,-0.412988,0.004815638,-0.0024068926,-0.00096549897,0.005296349,-1.8710347e-05,-4.4923265e-05,5.9859292e-05,-2.6139198e-05,-8.982578e-05,5.816566e-07,-2.9071646e-07,2.9154435e-07,-1.5992982e-06,1.5458025e-06,1.670416e-06
image-007987.png,13.8338,215.84402,49.025467,-175.31108,-41.947636,-0.31519037,0.28105378,0.14266658,0.0016079738,0.00038474868,-0.0012596716,-0.0010709058,-2.890963e-06,-1.03114335e-05,-5.2342193e-06,8.531823e-06,1.1668321e-05,4.9161756e-08,1.1763201e-08,9.628213e-08,8.1853955e-08,-6.8325946e-08,-1.631974e-07
image-005345.png,10.703899,-131.896,125.49595,139.3083,-132.5938,-0.51786196,0.02556108,-0.5172308,-0.003030166,0.0028841158,-0.002731035,-0.0031688295,-1.1264282e-05,-2.2239685e-06,4.500221e-05,-5.6046978e-05,-5.5531445e-06,-2.1970232e-07,2.0911295e-07,4.950345e-07,5.743903e-07,-8.373742e-07,6.5251186e-07
image-001090.png,34.5535,59.182606,-68.905205,-95.1342,101.85408,-0.3319938,-0.02262436,-0.33122197,0.0016194292,-0.0017338189,0.0018401475,0.0014975101,-5.6513895e-06,1.5404997e-06,2.255301e-05,-2.79945e-05,3.8422963e-06,9.188953e-08,-9.8380234e-08,-2.610338e-07,-2.1242901e-07,2.7180513e-07,-3.8486468e-07
image-009596.png,29.3207,-353.6556,-71.32473,221.16046,51.724796,-0.35718745,0.32013813,0.15841226,-0.0016408825,-0.000383768,0.0013004809,0.0010716913,-2.650123e-06,-9.500957e-06,-4.701309e-06,8.038055e-06,1.0534163e-05,-4.058132e-08,-9.491121e-09,-8.040679e-08,-6.6261066e-08,5.975182e-08,1.3306786e-07
image-007805.png,48.282303,-1.5972805,4.47138,70.30115,-93.209694,-0.23724641,-0.06519861,-0.22811183,-0.00087091886,0.001154719,-0.0013496001,-0.00052005344,-2.939104e-06,3.2308262e-06,1.1303764e-05,-1.2475832e-05,7.766077e-06,-3.596431e-08,4.768375e-08,1.3932822e-07,5.3688595e-08,-1.8664963e-08,2.0820535e-07
image-005670.png,31.9932,110.006775,-43.997505,-122.04162,56.328632,-0.43525743,0.28237876,-0.3312269,0.0038391394,-0.0017719651,-0.001142241,0.004071134,-1.3692165e-05,-3.5531863e-05,4.1678453e-05,-1.083147e-05,-6.759855e-05,4.0256734e-07,-1.8580606e-07,2.994349e-07,-1.0672353e-06,8.650516e-07,1.2883493e-06
image-004698.png,39.2426,-37.55551,-2.5673537,55.149582,2.3546214,-0.275716,0.27471265,0.023500647,-0.004127738,-0.00017623449,0.0040976955,0.0005274208,-2.0636304e-05,-8.224483e-05,-7.03574e-06,0.00010168229,1.752534e-05,-1.0298186e-06,-4.3968292e-08,-2.5558084e-06,-3.2896216e-07,3.5258556e-06,7.63853e-07
image-005187.png,28.2,-65.70583,-1.0960134,139.08582,-2.554067,-0.2585819,0.2584076,-0.009493606,-0.0014417446,2.647511e-05,0.0014398006,-7.938963e-05,-2.6804246e-06,-1.07144715e-05,3.9363772e-07,1.3365995e-05,-9.834307e-07,-4.981643e-08,9.147909e-10,-1.2437314e-07,6.857851e-09,1.7365251e-07,-1.5987268e-08
image-002375.png,43.616302,-163.41164,-47.67216,168.81044,48.833065,-0.44271925,0.37434602,0.23635861,-0.0032142312,-0.0009298049,0.0022214244,0.002502218,-8.429586e-06,-2.851091e-05,-1.8001527e-05,1.812133e-05,3.8053455e-05,-2.040017e-07,-5.9013104e-08,-3.5247487e-07,-3.970286e-07,1.20503e-07,7.334471e-07
image-005850.png,15.945701,32.755123,-39.560566,-44.979275,53.37296,-0.36478722,-0.061813965,-0.35951182,0.0036857242,-0.0043735257,0.004934832,0.0028913196,-2.9891662e-05,2.0260823e-05,0.00011783754,-0.00014087523,4.991954e-05,1.0067276e-06,-1.1945956e-06,-3.3697797e-06,-1.9743554e-06,1.9247013e-06,-5.1178486e-06
image-003724.png,5.349701,-112.55071,45.149826,131.29095,-41.908085,-0.49661672,0.40477508,-0.28772435,-0.005114362,0.0016325047,0.0032227165,-0.004293701,-1.9345414e-05,-6.307111e-05,4.4832537e-05,3.1790612e-05,-9.135362e-05,-6.6408995e-07,2.1197758e-07,-1.0461586e-06,1.3938218e-06,6.321057e-08,-2.4390347e-06
image-000321.png,48.339104,175.6364,-28.070143,-183.18701,35.86918,-0.4937532,0.45729008,-0.1862203,0.0038450921,-0.00075289345,-0.003277181,0.0021474794,-1.0363871e-05,-3.8394046e-05,1.5635043e-05,3.7077363e-05,-3.6201036e-05,2.6902808e-07,-5.2677407e-08,5.73233e-07,-3.7562967e-07,-5.4492307e-07,7.897207e-07
image-004126.png,34.0462,-26.925217,-29.714228,85.93813,94.33573,-0.29823884,-0.027725227,0.29694733,-0.0014081819,-0.0015457848,-0.00167,0.0012583827,-4.88694e-06,1.8172218e-06,-1.946311e-05,-2.4012366e-05,-4.5233814e-06,-7.691486e-08,-8.443074e-08,2.280384e-07,-1.718321e-07,-2.0984434e-07,-3.4023492e-07
image-007101.png,17.608799,-9.246819,51.192688,7.578293,-61.166626,-0.32588482,-0.3160313,-0.07953075,-0.0006355885,0.0051300214,-0.0018683302,0.0048197964,-2.7331836e-05,0.00010602171,2.6680862e-05,0.00012038083,6.468533e-05,-1.7768856e-07,1.4341766e-06,1.3058011e-06,-3.3686213e-06,2.9237817e-06,-4.127328e-06
image-002426.png,20.7644,102.07169,-120.88519,-95.107704,128.26003,-0.43173167,-0.12539327,-0.41312075,0.0020858878,-0.0028129793,0.0032975492,0.0011789612,-9.468674e-06,1.1000426e-05,3.624201e-05,-3.935589e-05,2.6315558e-05,1.5249124e-07,-2.056461e-07,-6.026779e-07,-2.1547332e-07,4.359804e-08,-8.9499275e-07
image-008227.png,41.2323,-92.3349,74.123856,103.81632,-73.605835,-0.43064103,0.14252225,-0.40637308,-0.0035663121,0.0025285175,-0.0012057438,-0.004202162,-1.4793439e-05,-1.9583773e-05,5.583914e-05,-5.776389e-05,-4.6200425e-05,-4.0836812e-07,2.8953326e-07,3.451656e-07,1.2029437e-06,-1.7491432e-06,-1.013659e-07
image-004752.png,37.013702,76.10275,-45.233387,-148.85417,122.41164,-0.29500532,0.0569719,-0.2894518,0.0010463445,-0.0008604714,0.0006422012,0.0011928226,-2.0736888e-06,-1.6018963e-06,8.138605e-06,-9.595044e-06,-3.929351e-06,2.4516991e-08,-2.0161782e-08,-3.7618676e-08,-6.9872826e-08,1.06151404e-07,-3.278317e-08
image-004111.png,42.6402,115.167564,123.20985,-110.46658,-132.58195,-0.44972196,-0.081169836,0.44233617,0.0022506265,0.002701201,0.0030630527,-0.0017261272,-9.162554e-06,6.6149587e-06,-3.6048314e-05,-4.2827956e-05,-1.6265802e-05,1.5284618e-07,1.8344596e-07,-5.200507e-07,2.9306506e-07,2.7214415e-07,7.9016684e-07
image-001467.png,47.0948,-64.08975,-9.7171545,110.408005,32.741905,-0.28127456,0.23580082,0.15334062,-0.0019759457,-0.00058597414,0.0013370423,0.0015684532,-5.0339036e-06,-1.6880285e-05,-1.09772045e-05,1.020859e-05,2.300629e-05,-1.17876766e-07,-3.49568e-08,-1.9940606e-07,-2.339186e-07,5.5501758e-08,4.2673378e-07
image-003380.png,25.4085,85.21028,67.74604,-90.29866,-71.85489,-0.46072024,0.10346844,0.44895148,0.004317891,0.0034359489,0.0023784693,-0.004979238,-2.2030668e-05,-1.979057e-05,-8.5871645e-05,-9.904194e-05,4.8212583e-05,6.8824136e-07,5.476661e-07,-9.4777806e-07,1.9841384e-06,3.0048298e-06,6.6915845e-07
image-003340.png,20.401001,-83.51805,-148.03513,129.055,145.43903,-0.4974724,-0.059175577,0.49394035,-0.0025342754,-0.0028560117,-0.0031371922,0.0021765523,-9.7689535e-06,4.648165e-06,-3.8798375e-05,-4.7462498e-05,-1.1537907e-05,-1.6588673e-07,-1.869467e-07,5.1338e-07,-3.5617785e-07,-4.0961365e-07,-7.729445e-07
image-001662.png,28.4246,-30.374264,29.866337,65.34262,-61.277733,-0.28344586,0.018180164,-0.28286225,-0.001962609,0.0018405174,-0.0017108462,-0.0020766181,-8.513485e-06,-2.184213e-06,3.3983823e-05,-4.221719e-05,-5.449289e-06,-1.964942e-07,1.8427053e-07,4.2822e-07,5.197717e-07,-7.6463425e-07,5.516003e-07
image-005590.png,32.0319,117.50501,-92.21832,-138.67441,110.12119,-0.36381787,0.08242211,-0.3543586,0.0017560925,-0.001394511,0.00096041523,0.0020263577,-4.6071796e-06,-4.174984e-06,1.7949573e-05,-2.0671316e-05,-1.0166086e-05,7.412714e-08,-5.886428e-08,-1.013512e-07,-2.1383853e-07,3.2373546e-07,-7.038001e-08
image-006416.png,30.456001,-22.829075,-118.620636,30.032415,141.67427,-0.37937748,-0.346748,0.15392564,-0.0006182767,-0.0029166448,-0.0017484768,-0.0024149353,-7.810237e-06,2.8553975e-05,-1.2675458e-05,2.619408e-05,-2.8963164e-05,-4.2428162e-08,-2.0014969e-07,2.9996545e-07,4.1430187e-07,6.1916626e-07,3.5974816e-07
image-000980.png,18.5019,74.75244,111.2943,-69.840515,-133.31631,-0.49731195,-0.28312773,0.40884948,0.0022877064,0.0043669296,0.004892563,0.0006053974,-1.6290025e-05,3.7096695e-05,-5.3569336e-05,-2.8650758e-05,-7.6244716e-05,2.4978814e-07,4.7681266e-07,-1.3355126e-06,-1.6525406e-07,-1.2546623e-06,1.4054152e-06
image-004299.png,12.6786,101.275154,-102.32757,-115.52672,125.15083,-0.42757782,-0.034141038,-0.4262126,0.0021842332,-0.002366194,0.0025330447,0.0019883243,-8.084102e-06,2.5819827e-06,3.223316e-05,-3.99051e-05,6.4343462e-06,1.3765575e-07,-1.4912337e-07,-3.9909673e-07,-3.1327272e-07,3.925678e-07,-5.919711e-07
image-002795.png,26.432001,-90.88838,144.8604,108.60977,-133.41689,-0.4655492,-0.09444302,-0.45586902,-0.0023860862,0.0029310824,-0.003354187,-0.0017418622,-1.02278145e-05,8.299408e-06,4.0060593e-05,-4.6929956e-05,2.0317097e-05,-1.747359e-07,2.1464663e-07,6.140776e-07,3.1889653e-07,-2.6276837e-07,9.324023e-07
image-007518.png,18.8185,64.38711,-92.57855,-69.31066,97.024796,-0.425698,-0.13802445,-0.40270096,0.0026502868,-0.0037100138,0.004368896,0.0013042118,-1.6277752e-05,2.1111e-05,6.1593586e-05,-6.427667e-05,4.9926348e-05,3.3780367e-07,-4.7287577e-07,-1.3921411e-06,-4.155848e-07,-8.153745e-08,-2.0323523e-06
image-008609.png,41.7854,91.06143,101.08572,-105.91261,-96.558525,-0.48529047,0.044744942,0.48322326,0.003642925,0.003321186,0.0029711525,-0.003933629,-1.6691845e-05,-6.1561127e-06,-6.648298e-05,-8.204021e-05,1.5324724e-05,4.1766836e-07,3.807804e-07,-8.516208e-07,1.1274952e-06,1.6816995e-06,1.0416495e-06
image-001098.png,39.3741,20.90517,-22.845531,-125.85631,126.50722,-0.24050412,-0.0012406472,-0.24050093,0.0006858281,-0.0006893751,0.0006929039,0.0006822628,-1.3105782e-06,2.7042603e-08,5.2422424e-06,-6.552541e-06,6.760564e-08,1.2457599e-08,-1.2522028e-08,-3.1465312e-08,-3.0982093e-08,4.3147114e-08,-4.42746e-08
image-002578.png,44.0848,5.4820976,-44.14555,-11.190693,78.995155,-0.27175978,-0.26106682,-0.075481825,0.00038950983,-0.0027495518,0.0011378772,-0.0025331776,-9.4590305e-06,3.6347377e-05,1.0509059e-05,3.9997874e-05,2.5238895e-05,4.519169e-08,-3.1900836e-07,-3.3004687e-07,7.347605e-07,-7.295983e-07,8.5985e-07
image-009567.png,12.1203,-15.898707,80.94234,50.326004,-107.04722,-0.36246216,-0.23124109,-0.2791171,-0.0014176371,0.003015421,-0.0032264655,0.00083209365,-1.0210224e-05,2.605539e-05,3.144989e-05,-9.494529e-06,5.0160448e-05,-1.3311175e-07,2.8313875e-07,7.573879e-07,-1.9532757e-07,8.8704945e-07,6.420672e-07
