index,filename,model,cluster,source,R,phi,sigma,sigma2,theta,n_sersic,luminosity,x,y
18,image-000018.png,Raytrace,SIE/-13.36079174856665/3.0664569709872747/12.160601645598991/0.3877965767727799/23.099117122252085;SIE/1.8069241999586068/8.03987052381741/8.822057935805038/0.7228245436227411/69.9256156396601,SersicSphere,22.7596,76.0663,30.1338,17.4506,139.8898,3.2258,79.1895,5.4805,22.0899
19,image-000019.png,Raytrace,SIE/1.9687788148955154/1.6273596385779185/39.12730107610383/0.4868595588641863/2.3507255778624403;SIE/-5.635809453763403/2.2295453432787737/12.594419109061597/0.5578478950324122/44.853717143241745,SersicSphere,46.0372,120.4972,15.6068,11.4733,146.1876,2.7440,66.4367,-23.3637,39.6681
20,image-000020.png,Raytrace,SIE/0.18096745651801746/-0.13119687782668557/12.10542081453147/0.2214864892525907/46.33497362772873;SIE/29.65568572284254/24.04838050690125/33.091851425635525/0.43472272257098354/73.48399796808691,SersicSphere,35.4152,323.9366,38.1178,36.4186,109.4190,4.6725,43.0045,28.6284,-20.8482
21,image-000021.png,Raytrace,SIE/14.78937368734777/14.96351157878305/35.655713220568735/0.2015920703053917/177.66866579186512;SIE/-13.194844187059164/-1.6110868028579322/13.308456806218611/0.19049795004329786/84.40413212507795,SersicSphere,31.4885,17.5185,24.5501,20.2048,61.5004,3.3462,31.5398,30.0281,9.4785
22,image-000022.png,Raytrace,SIE/21.830622403636937/1.6746054197949385/18.60849986293942/0.8844863971308604/68.17414787467033;SIE/-3.313375065644924/-85.96949438753992/74.08141649744981/0.339093650547453/171.15309500467905,SersicSphere,62.9355,72.7976,6.7493,8.3086,8.9239,4.8836,44.0978,18.6131,60.1201
23,image-000023.png,Raytrace,SIE/-11.506316063140309/-20.097315753500947/62.62536862754775/0.522412776279821/142.427088386115;SIE/-1.1678516336964837/1.153906301770918/11.081936516631266/0.6667528297336645/4.208307953961161,SersicSphere,49.5574,220.6180,19.6805,38.0316,173.2794,2.4863,60.8315,-37.6174,-32.2626
24,image-000024.png,Raytrace,SIE/-6.721489315069652/-15.097191623468703/15.536859146415587/0.40918698479830495/36.48963398605859;SIE/17.133172950864147/1.6336781155439721/37.66938653679345/0.5317033962988389/117.38037684534257,SersicSphere,3.0600,82.0911,40.3081,4.8029,97.6515,4.7412,74.8224,0.4210,3.0309
25,image-000025.png,Raytrace,SIE/4.2436079288593245/-1.4157268725060694/13.17793357133884/0.49870610631548495/140.95361450981815;SIE/-20.6770792275911/-10.885924066207679/66.20880472514364/0.7988486469253407/30.106686004095955,SersicSphere,8.9126,59.1436,46.9661,10.1280,138.1081,3.0771,62.3151,4.5712,7.6511
26,image-000026.png,Raytrace,SIE/-1.5885999163973614/0.5853273012892196/53.912577583616866/0.7750940657207345/56.35552139878723;SIE/7.302812621904151/-8.776664736958011/14.779155250193504/0.7867174385383237/82.30006158348269,SersicSphere,70.9712,2.5977,47.5057,25.7322,67.7385,2.8317,77.9590,70.8983,3.2167
27,image-000027.png,Raytrace,SIE/8.176318154975379/25.675478092990268/31.49841088217103/0.27600487341320235/107.1895302043262;SIE/5.744488526727112/-6.101083820853013/10.32890736828887/0.5120176956822698/78.64073884376701,SersicSphere,13.1960,260.5812,46.7660,28.4089,137.6143,3.4671,29.2346,-2.1595,-13.0181
28,image-000028.png,Raytrace,SIE/-1.9210725112048743/-0.47016759589392026/3.9612701784244617/0.7728535113174283/149.1814002164287;SIE/-77.37379140227647/37.09379091619015/73.29726788354395/0.823877647461483/150.61477937560628,SersicSphere,68.2935,319.5487,37.4662,31.9121,101.7356,1.6762,35.2743,51.9684,-44.3089
29,image-000029.png,Raytrace,SIE/4.972130907620171/-0.5913660071418212/7.080475612974187/0.18788999439814447/75.566739502828;SIE/0.9031533191085802/-54.9695640255243/61.82027518464479/0.7018223820547015/85.23255387408746,SersicSphere,62.5889,166.6343,32.3874,32.9479,56.3265,3.1833,70.1566,-60.8937,14.4684
30,image-000030.png,Raytrace,SIE/16.34015892399873/-41.35111900866952/55.89842924735532/0.2485842435307598/109.3763189843958;SIE/9.72086204154566/5.635993968565771/25.54143397297012/0.512989190396486/125.34345105575694,SersicSphere,40.0087,172.8211,41.4189,14.7745,12.9503,3.2737,66.6100,-39.6951,4.9998
31,image-000031.png,Raytrace,SIE/-60.859227981008026/22.655210245372356/54.76735989824066/0.3660558101990895/26.904750561079503;SIE/-3.7330100406897566/0.22305801916180068/3.6731907661359644/0.4638509569137448/56.48535599924902,SersicSphere,36.9210,39.6214,35.4153,34.0949,176.7938,2.1830,25.4018,28.4393,23.5449
32,image-000032.png,Raytrace,SIE/7.4577932337413175/7.330945607340708/28.148497257237906/0.5718024429697748/79.6053907200367;SIE/35.401264472630565/-33.79320739354519/58.44483056565082/0.6024425381249756/106.7062550925653,SersicSphere,17.0400,157.0501,11.8134,30.0209,21.2188,1.4589,76.7350,-15.6912,6.6443
33,image-000033.png,Raytrace,SIE/-3.044640024562372/6.059188448421521/35.24420449347581/0.8029085602336149/78.59314959001793;SIE/3.7522370817809345/9.495485927008733/29.51207952280303/0.5161548221237097/131.181931015531,SersicSphere,3.9965,106.2877,49.9601,33.5989,177.7885,4.6185,70.2741,-1.1209,3.8361
34,image-000034.png,Raytrace,SIE/-2.4866935429136627/46.08001141201258/72.06021364990661/0.7597340395553392/138.30914818156086;SIE/-0.2602966130307248/0.9121363505961094/13.985377160145713/0.1676256969316084/121.82166026369654,SersicSphere,73.3006,311.4870,18.1406,13.4324,51.4849,4.9895,58.8155,48.5580,-54.9099
35,image-000035.png,Raytrace,SIE/2.038698071574077/-4.831626963789178/33.501105481532235/0.2599375870136388/32.367225844102954;SIE/-10.81299632094669/-8.980280803615893/14.177848383068397/0.277730751330044/82.4500563540065,SersicSphere,47.4604,244.7261,15.7539,9.2405,19.2518,4.2597,63.5421,-20.2630,-42.9174
36,image-000036.png,Raytrace,SIE/-46.93766733709122/34.70094705410278/66.99199666847943/0.8344733864918464/62.942301244632134;SIE/-7.687696964134771/58.246388423147536/59.174164415645386/0.836293039802674/10.591317685425345,SersicSphere,90.8421,7.9727,44.2555,10.2343,151.8354,2.0379,76.6464,89.9640,12.5999
37,image-000037.png,Raytrace,SIE/-39.19356957482149/-10.891572904410872/48.603058579165776/0.11364864077360598/22.729444786006006;SIE/-21.917350553356513/-25.582647533687524/34.01714746071124/0.426347063206298/30.33485483512011,SersicSphere,91.0726,121.2994,10.6883,9.4472,163.7340,4.5215,36.6185,-47.3131,77.8184
38,image-000038.png,Raytrace,SIE/1.4052566253931191/-45.16687277113831/71.48260080138934/0.7609568808860535/115.6463297497041;SIE/-7.295931662928456/12.583059252075515/49.630116811388994/0.768497020222318/26.851353618095253,SersicSphere,11.8293,91.5540,16.4400,21.5958,134.8567,3.6362,66.5871,-0.3208,11.8249
39,image-000039.png,Raytrace,SIE/17.504516314211447/32.64341663953879/42.46472729527338/0.5291898136609055/12.004614576064663;SIE/-9.55521815034699/-31.149015093913256/45.52469527689389/0.8401965830920879/3.8683890352156225,SersicSphere,33.9155,85.0182,15.7077,13.4879,144.8348,1.7740,53.7645,2.9452,33.7874
40,image-000040.png,Raytrace,SIE/-6.8260800772203005/-0.2162491220157486/7.938149975334463/0.5396908950596724/91.06056838734466;SIE/-32.75290357826049/-40.80985833604397/59.90313786588619/0.8849136512518322/49.901491400083835,SersicSphere,37.3047,300.0073,5.6222,31.7918,133.7082,2.1477,30.2039,18.6565,-32.3045
41,image-000041.png,Raytrace,SIE/13.256846150706748/5.886598206865088/19.170857903093815/0.2765043478832328/132.97753825279696;SIE/0.6597934467932618/9.578942576166265/9.399986303970115/0.1021184032435512/161.48877333346934,SersicSphere,2.4429,173.2274,13.1384,32.8694,83.4089,4.3392,53.4547,-2.4258,0.2881
42,image-000042.png,Raytrace,SIE/12.870700511540678/-0.4658656244678861/38.08168822614842/0.5543521443392184/165.15871690982303;SIE/-38.95914630864702/-46.36087882626016/51.219222073256375/0.1584610494497974/165.18800645746737,SersicSphere,13.2347,5.6613,13.7214,39.3207,130.6878,4.3647,34.0225,13.1701,1.3056
43,image-000043.png,Raytrace,SIE/11.910268827286599/14.616892853834328/36.470982714408386/0.34676274063993384/86.62692965024013;SIE/-1.2842620689401503/-0.002182757347794576/24.545839993203916/0.7162094767055585/175.50922345295305,SersicSphere,24.8280,194.9788,28.2536,31.9170,101.0672,2.6730,31.7867,-23.9844,-6.4171
44,image-000044.png,Raytrace,SIE/-37.86741067945596/4.318968132242275/54.79558939006411/0.22964518492502944/60.23137538852413;SIE/12.936743369419487/-19.611298875650558/27.836503222984128/0.1194703869040068/3.5238985248604537,SersicSphere,26.5250,31.3900,16.3901,1.5561,73.2114,2.7563,66.3466,22.6428,13.8158
45,image-000045.png,Raytrace,SIE/8.595898657073175/2.004487708683702/53.37265847058782/0.22358115170210813/151.64343239673826;SIE/0.09601054132112266/-0.9164789923726296/4.948570288185943/0.6605717283197308/57.79363642034162,SersicSphere,23.2749,208.6678,7.3563,26.5820,95.6407,2.5706,59.2287,-20.4218,-11.1657
46,image-000046.png,Raytrace,SIE/-15.819442318571934/-0.1936131211076833/53.12384753698095/0.44792978578822706/6.795489619252373;SIE/-2.767324788724837/-1.2268228174247877/3.545774877178995/0.23840064868322675/71.12479782555579,SersicSphere,21.8055,242.0501,36.3728,27.4270,16.5310,2.4160,32.1313,-10.2202,-19.2621
47,image-000047.png,Raytrace,SIE/16.949115323123703/3.688596083751573/31.70369158444077/0.3427175504962293/153.74972930244346;SIE/36.16022953216766/-34.72844668236571/48.09221076138671/0.14545811001106757/7.92154749162415,SersicSphere,68.6389,61.5432,41.5724,32.1053,106.3791,1.2104,63.1638,32.7061,60.3457
48,image-000048.png,Raytrace,SIE/25.380571491142085/10.274517449144415/35.02895749306715/0.3262941871323391/115.14332196666263;SIE/1.7076693812299173/8.595630783528193/26.857571433240206/0.4889315074551497/133.95496665862845,SersicSphere,6.5946,299.9358,19.7582,39.3526,3.4017,3.8442,41.3638,3.2909,-5.7148
49,image-000049.png,Raytrace,SIE/-9.163920761912143/2.9845354335620673/16.473613368770277/0.42514139373526916/5.147643384075023;SIE/8.121449463037745/6.136442895160392/16.735191180818646/0.7260725291552195/96.24418654135488,SersicSphere,4.6879,38.4052,21.1532,32.8348,140.2007,1.8318,65.9337,3.6736,2.9122
50,image-000050.png,Raytrace,SIE/-0.44211990869672246/-0.4779221281504675/5.135470371303513/0.30802532010438305/100.53445338422588;SIE/6.049413764918298/0.6649701923000589/24.347123310470963/0.6409256123483467/75.72906104819259,SersicSphere,22.0733,123.9151,41.1494,8.4231,60.3818,3.6329,72.7294,-12.3161,18.3179
51,image-000051.png,Raytrace,SIE/-72.64698004415301/-19.69299805617738/74.0087760540795/0.269141525967738/151.87462204926814;SIE/16.653224242012005/46.8325812946819/47.87715272108948/0.23505271565964705/132.09766538072424,SersicSphere,83.0241,60.3981,33.3010,24.5310,126.3152,4.1207,63.7945,41.0115,72.1877
52,image-000052.png,Raytrace,SIE/-39.36885237325342/-2.701415920875258/68.98619902172081/0.11574437349111247/122.0154353125027;SIE/11.78849458136617/11.447369138084838/48.87522067074934/0.40010336077218933/177.54698543196827,SersicSphere,1.8694,246.5150,34.9136,13.2250,62.9283,4.1971,51.2298,-0.7450,-1.7146
53,image-000053.png,Raytrace,SIE/-21.819706631808177/5.252315873061838/57.997769895849736/0.6483959853390473/78.3947101195604;SIE/-3.750350982247317/34.474745855559995/30.75089020432383/0.8153590508794534/128.17075116277968,SersicSphere,77.4834,151.9545,43.6044,32.7178,6.4944,2.6359,33.5422,-68.3849,36.4306
54,image-000054.png,Raytrace,SIE/-18.336932848319492/9.4905006933589/23.92735569702475/0.5620290836947461/157.54342462120573;SIE/-0.4810324992543484/-0.554122526173558/27.050010864314018/0.5662461249043743/179.56591159779506,SersicSphere,2.6965,50.4161,44.1686,32.6927,174.4209,1.0811,27.3683,1.7183,2.0782
55,image-000055.png,Raytrace,SIE/5.041322700782668/-1.9522891202535253/23.858465798940685/0.6972268006508653/72.43348901957188;SIE/-10.447113441702252/-17.06747949600154/64.6719877154095/0.5015265635129315/126.1125315617649,SersicSphere,90.6548,94.8169,19.1767,30.2066,38.5151,2.0118,59.3713,-7.6124,90.3346
56,image-000056.png,Raytrace,SIE/16.43166386235232/-2.714753546142359/33.574596881210894/0.8872651955311358/132.23155707871993;SIE/17.453810315538465/-26.037155987800364/30.520489399816665/0.6908594273033852/70.36514768936584,SersicSphere,15.6033,40.4176,31.4952,7.8513,170.9360,2.9562,61.9454,11.8794,10.1164
57,image-000057.png,Raytrace,SIE/8.241433523646561/12.140772541014002/54.082274507143715/0.7249149110460497/136.86380216099164;SIE/-51.84246541671941/-37.428295665091795/57.65408362631463/0.1052851634528512/126.71805629992679,SersicSphere,78.5633,118.8082,12.4010,28.4556,103.2540,1.5528,70.1280,-37.8580,68.8402
58,image-000058.png,Raytrace,SIE/-77.0031365560553/11.67003376615293/68.97142272661047/0.6775583574228612/154.59666388913845;SIE/1.7433257191707514/-6.698340479447281/9.832302372504389/0.7610186965456051/16.75160036610156,SersicSphere,72.8556,223.1132,30.4469,31.9721,41.7368,1.4565,44.6086,-53.1849,-49.7926
59,image-000059.png,Raytrace,SIE/10.9708611085419/9.16258208896694/17.633315541990324/0.5711228262695837/2.8554845378165483;SIE/0.19139866100886513/0.3226182012407953/56.93078247142603/0.3436030899852517/152.2085614350408,SersicSphere,82.4777,78.4622,13.3902,12.7659,1.2299,4.7826,38.7766,16.4967,80.8111
60,image-000060.png,Raytrace,SIE/9.465132087757546/7.3289436197416284/41.53155647280462/0.2832114382629241/142.05039085159567;SIE/-2.606741845322056/-58.953407393352414/49.73215224943657/0.4979934930382741/104.43512004724255,SersicSphere,7.3572,217.0370,35.0031,39.4704,141.8965,2.3758,37.6030,-5.8729,-4.4315
61,image-000061.png,Raytrace,SIE/5.40880666869951/4.315566573173051/16.157474622737382/0.49060605796254286/48.155925996600104;SIE/43.91316236304583/-25.610946673183047/67.34358864648814/0.5432581667834282/174.44695979769807,SersicSphere,63.1093,101.4470,13.0926,27.3430,76.4568,3.2364,46.8121,-12.5247,61.8540
62,image-000062.png,Raytrace,SIE/-3.3261114282611106/-1.11489784411316/27.87131586163296/0.6329283479429986/20.668637750112808;SIE/-2.0563972469510254/-9.510371399699782/13.302534649213463/0.48705593516190404/163.73601938082928,SersicSphere,21.4586,9.1019,10.3340,23.8120,22.5725,2.1084,26.6302,21.1884,3.3946
63,image-000063.png,Raytrace,SIE/-1.9898233900674014/-27.604436128217397/24.109309882587734/0.8795037690896015/68.77285090508902;SIE/-37.475511657449154/-26.139128359917486/51.833672987599726/0.26324367750544375/166.98097426052811,SersicSphere,22.4205,14.6042,24.9199,36.6683,148.6618,1.8039,71.2824,21.6961,5.6531
64,image-000064.png,Raytrace,SIE/-8.610370594259496/18.31681285588232/60.25259791655903/0.30498351793618195/33.88244577567754;SIE/1.926567331164971/1.7870859840867472/25.946308471489733/0.15671654405076163/30.417986525468525,SersicSphere,24.6031,235.2743,46.3510,10.7430,53.5046,4.7034,26.4440,-14.0151,-20.2210
65,image-000065.png,Raytrace,SIE/18.588995315523423/29.384960683018953/46.00432215189661/0.4874226632446528/35.03131507057231;SIE/26.23912537837466/19.05892336978743/62.17319335249448/0.7440745660005595/1.2439162029574713,SersicSphere,120.1462,185.2356,37.1177,27.7418,83.5111,4.9436,42.9511,-119.6450,-10.9635
66,image-000066.png,Raytrace,SIE/39.09470182011279/55.17234478799911/56.438440627303095/0.6364997252193663/26.913540066944957;SIE/-62.73617318806963/-7.661377862224475/70.72553720800036/0.1878113213552931/114.35430868039435,SersicSphere,52.6559,311.9577,9.5826,32.6085,90.1344,4.8771,52.9732,35.2048,-39.1570
67,image-000067.png,Raytrace,SIE/0.7159033286363853/0.43060949035392904/34.04927289362487/0.39222926621677645/146.5210038998747;SIE/-53.66319170528764/18.29395064523989/69.11362144307306/0.3341877028023923/36.04562291382633,SersicSphere,91.1081,350.5753,46.0630,7.7962,45.3116,1.7216,62.0785,89.8783,-14.9190
68,image-000068.png,Raytrace,SIE/-12.671796052567672/12.962076946762982/59.87081702134335/0.25925033518333407/127.93659498972012;SIE/8.716233826522226/69.02781224382105/72.11756939097556/0.4437769583429443/69.49838133454605,SersicSphere,53.8642,350.9471,46.7065,1.2411,173.3774,4.5228,39.6718,53.1932,-8.4754
69,image-000069.png,Raytrace,SIE/-26.038817728200293/-12.876080473482007/63.72652425040971/0.5398231904222197/12.945293758977156;SIE/-15.564047271347354/4.581389161468224/61.806101617512894/0.6771652604551778/52.0885168372407,SersicSphere,97.4713,37.5639,14.2842,14.0535,124.1638,2.3320,56.5182,77.2629,59.4230
70,image-000070.png,Raytrace,SIE/1.9770109196617334/46.45095047733063/63.76138636451272/0.5400313945332619/150.951092814393;SIE/31.76473161558692/-25.06321296181416/58.87828295636861/0.42888891596691936/134.47608202137485,SersicSphere,12.6369,182.6665,46.2363,24.6915,95.3974,4.5350,27.4703,-12.6232,-0.5879
71,image-000071.png,Raytrace,SIE/-12.062248945176389/4.492280759130756/14.445718110702476/0.7607949636011075/155.83582624790387;SIE/5.595398915736873/14.18596195918833/20.466974963458426/0.8506039932399466/57.515328375278784,SersicSphere,20.5223,264.0081,12.8849,12.0608,20.7041,3.0926,22.1388,-2.1423,-20.4102
72,image-000072.png,Raytrace,SIE/-8.964749424741305/7.099812419982936/58.80244656777656/0.6367435310716851/103.32698463064057;SIE/-32.99497382486802/-44.196002569491796/71.1921060144051/0.6872243105664408/68.75229781621991,SersicSphere,1.7775,175.1106,10.6736,14.5209,16.1765,4.8487,66.2905,-1.7710,0.1515
73,image-000073.png,Raytrace,SIE/39.76793013144559/-20.386113862352985/60.75807889639459/0.462324901886182/134.21952015601317;SIE/-15.69295590528447/6.123927250955342/34.85032451309015/0.7982109840800331/18.496404540517094,SersicSphere,36.6561,333.5255,8.9571,26.7863,23.7122,4.3997,70.8307,32.8120,-16.3413
74,image-000074.png,Raytrace,SIE/32.41919153202041/-48.33695665712452/54.60691024476408/0.8835986962915741/63.55368372742046;SIE/37.912724543267736/8.132830982021778/38.565059685706245/0.6108480742296404/69.25479240681994,SersicSphere,62.3043,293.5002,29.5574,13.0205,121.3965,2.6470,77.5724,24.8440,-57.1367
75,image-000075.png,Raytrace,SIE/9.785760018780602/-33.130971462323366/33.933291933583156/0.2859182689717697/97.40169036541413;SIE/3.601140751485655/-12.792736667022373/55.96953991318746/0.12072497205284921/119.37149535241545,SersicSphere,72.8521,129.9765,46.8974,28.1113,132.0941,1.1405,69.5520,-46.8056,55.8272
76,image-000076.png,Raytrace,SIE/-3.074735595235591/-5.854257878471878/19.718663392977106/0.858915331725758/172.02344346307663;SIE/-3.327744783435236/-7.764737392547327/20.023999456247605/0.1385455193131631/125.1861152282263,SersicSphere,35.4954,329.2483,21.6204,11.0981,125.8729,3.5847,76.8941,30.5044,-18.1495
77,image-000077.png,Raytrace,SIE/-38.46730971047511/-27.05289840203359/72.9815859648385/0.37838863212134266/158.6348641493108;SIE/-7.162611869056456/11.22382907527415/70.58029916777814/0.8830418936954355/124.10613433845047,SersicSphere,59.2342,122.7388,43.2055,20.4559,53.5382,3.5710,77.5609,-32.0345,49.8245
78,image-000078.png,Raytrace,SIE/0.5798246079215232/-4.175530082882697/19.57976974735693/0.12460779050426263/69.58995868676229;SIE/40.182275094548146/-13.971864820807259/74.64590946911376/0.8684538767521461/31.416421064275024,SersicSphere,57.0379,283.0673,7.6690,32.8222,64.9271,2.2773,22.0535,12.8960,-55.5609
79,image-000079.png,Raytrace,SIE/-19.698287657598/-27.628658046722645/45.73913912911952/0.3751894519824991/20.781852932971482;SIE/1.368330575848547/-5.179911353812237/28.130914793000464/0.17470213486311625/92.37804017528795,SersicSphere,66.0492,346.5866,22.9318,1.4545,72.8624,3.8422,42.0717,64.2475,-15.3218
80,image-000080.png,Raytrace,SIE/-13.814914746441959/11.036349924008274/24.150003078536773/0.3606435836961227/125.48361512867253;SIE/-60.367616160440235/39.95210964555889/71.89317928597359/0.18469215697282185/125.55091669796485,SersicSphere,64.6801,190.5882,20.6061,31.5308,161.4454,2.5499,63.5349,-63.5788,-11.8849
81,image-000081.png,Raytrace,SIE/4.124651979341986/4.4164545115454725/41.76297422389256/0.292002724250782/75.79131859813063;SIE/-0.7151966411488865/-0.7997405774758667/16.92349201949289/0.7755731353740435/91.5324541092626,SersicSphere,11.2754,236.4481,35.9532,35.5097,145.7548,3.8178,32.8462,-6.2319,-9.3968
82,image-000082.png,Raytrace,SIE/2.505938343155616/-9.309282951027996/26.418166399830405/0.8376297073857663/121.86099738454078;SIE/-22.53776587138744/-4.602285991160943/29.380074106417794/0.4520763839932488/151.1766867564872,SersicSphere,25.3520,215.5906,23.6768,1.9018,0.7108,4.3065,58.3349,-20.6161,-14.7546
83,image-000083.png,Raytrace,SIE/52.9017935123418/11.178553844442774/45.45831250010661/0.8828677945895158/56.93437757779006;SIE/-8.397889819756855/2.2025118828549193/23.352858975971166/0.6970366939892639/30.785142313501883,SersicSphere,27.8731,235.9792,15.5081,24.7394,118.1180,1.2641,32.1951,-15.5949,-23.1022
84,image-000084.png,Raytrace,SIE/0.011378486937979089/-19.290854168452825/22.928491356172998/0.3281866423169554/2.512683962143112;SIE/6.885653753010207/-3.856944581663613/56.017672267591806/0.41749612067828/77.88508306106277,SersicSphere,55.0131,359.1124,39.2828,26.6763,10.9706,3.7475,45.9396,55.0065,-0.8522
85,image-000085.png,Raytrace,SIE/-18.765890973410354/8.007278721873066/31.91783039131069/0.10895941495389155/173.0334183468697;SIE/-0.2328052902610779/-0.08319347822577637/52.42339098191326/0.22631893701970984/30.73724248006481,SersicSphere,52.2837,99.3386,32.0399,19.6565,60.0879,1.9220,42.5581,-8.4840,51.5907
86,image-000086.png,Raytrace,SIE/-16.65027345698011/-25.435004517426364/48.5724461019926/0.7703966466312479/102.78653827740698;SIE/1.270858262401889/-2.031006407456681/10.113763621020293/0.7734168794556628/114.18607657082458,SersicSphere,16.1173,327.3290,25.7359,16.1102,43.1690,4.7260,55.0516,13.5673,-8.7003
