index,filename,model,cluster,source,R,phi,sigma,sigma2,theta,n_sersic,luminosity,x,y
53,image-000053.png,Raytrace,SIS/-2.667859720188416/-15.222135293841104/25.554193163469886;SIS/-7.103506523187343/-22.74550897397208/21.416592248344813;SIS/-7.629723810770871/5.588535013113138/10.075551972791931;SIS/-13.351595232610837/19.2864232092275/59.39706397007216,SersicSphere,25.0155,31.3755,9.7180,35.7281,3.8855,3.3968,62.5390,21.3575,13.0242
54,image-000054.png,Raytrace,SIS/48.03568577738123/-22.81467711677002/50.52573699107347;SIS/1.2016033041942709/8.098751545109483/21.701805365691254;SIS/13.727514598194437/-22.561874559642412/45.43787900407777;SIS/-2.9274380858798708/1.4371680934919473/29.6336178167818,SersicSphere,37.7093,234.9235,25.9792,3.7497,114.9701,4.5263,49.0870,-21.6704,-30.8607
55,image-000055.png,Raytrace,SIS/-5.004673349220547/0.7404884439650447/63.8511547222597;SIS/7.836385127384272/0.12835558084664614/52.764037621517026;SIS/6.686720466364108/12.436878641357497/19.27893275606158;SIS/-38.84484304550973/-35.35954921960211/73.76479515797105,SersicSphere,97.9062,166.2171,27.6354,10.0592,50.6313,4.1139,24.1412,-95.0870,23.3256
56,image-000056.png,Raytrace,SIS/15.386193514316515/9.220933655905714/67.31551119296321;SIS/1.607243017283752/-1.9312767002694715/4.455443278497176;SIS/-1.5324656417749205/-6.021476683605499/38.77377648135618;SIS/14.654186229162589/20.750644970671804/50.4825579269868,SersicSphere,75.3418,223.4583,37.8882,30.5195,71.2220,3.2667,46.1564,-54.6888,-51.8221
57,image-000057.png,Raytrace,SIS/-0.17477463166201654/-8.474816005546998/25.759679550530137;SIS/-4.9390446948777855/1.8444404579438576/17.85634696578374;SIS/-3.3513033757983064/7.581325510162896/66.37761534587763;SIS/0.6305836421765368/-5.2245884105624825/69.14084389110555,SersicSphere,65.3896,356.3507,8.6404,9.3304,8.8654,3.9257,20.5399,65.2570,-4.1620
58,image-000058.png,Raytrace,SIS/19.14800989781131/-31.95812045574852/52.261419963579215;SIS/7.381083418485517/-6.915805169076793/27.34189091397583;SIS/8.257883853210679/-4.545548513648562/49.2704282545944;SIS/3.9184604348360343/-5.931057975066418/25.410779513203046,SersicSphere,56.5169,268.8960,11.1886,7.3100,102.7691,3.3882,66.1105,-1.0889,-56.5064
59,image-000059.png,Raytrace,SIS/38.40012641318843/-4.28230663618844/54.438004956361354;SIS/-2.7190031510698773/-0.47689829456719307/7.24255950635908;SIS/15.208263281378606/17.05424450935915/33.90212173054758;SIS/-2.2179239831608895/2.825922542609705/15.677792694557398,SersicSphere,55.2758,128.8647,28.2998,26.5994,84.2276,2.9780,34.6386,-34.6846,43.0393
60,image-000060.png,Raytrace,SIS/-6.968291350354443/-21.84573392042821/26.187196967666306;SIS/0.6231825124821658/-19.289322225672688/21.857277794006144;SIS/-23.114193295362433/-25.855754439398087/37.05611057817082;SIS/9.861946022739284/2.7124679114569696/17.11272769822044,SersicSphere,40.6329,353.7099,10.8383,32.6566,119.0658,3.0953,40.7506,40.3883,-4.4518
61,image-000061.png,Raytrace,SIS/1.8503032816229308/-10.39511813540053/19.872069764117615;SIS/-14.798354310665946/10.013773924238889/24.05583231376255;SIS/-69.64127697197961/-9.795905181043151/58.84792802388594;SIS/11.99962780983783/-40.81229446248101/49.29086967223432,SersicSphere,52.0990,310.8283,39.2428,2.0010,84.8029,3.1662,40.0456,34.0620,-39.4219
62,image-000062.png,Raytrace,SIS/-6.39534384266771/6.099106536052041/16.96128523214143;SIS/9.336790239431563/-9.122997302149026/47.86970467231877;SIS/19.484014990066385/40.09591793799826/55.442095692109945;SIS/-57.877503009482126/14.597719111129454/59.92537380717385,SersicSphere,14.7153,152.5208,19.0856,21.6246,155.1898,1.9002,36.1008,-13.0551,6.7900
63,image-000063.png,Raytrace,SIS/-7.37502151098776/10.319176501237145/67.15213068680939;SIS/-27.225164654090538/-25.09717491144593/60.83027311278486;SIS/7.883759872126772/-17.13553857320395/42.35182872746043;SIS/20.071725120145903/-19.011753262063827/24.95207721015299,SersicSphere,11.2488,165.9831,43.5720,5.6259,44.8756,2.2963,22.8927,-10.9138,2.7245
64,image-000064.png,Raytrace,SIS/9.236918911928791/-1.9139592352826604/9.73825843415829;SIS/16.887653194345365/31.643670510531802/47.18107121401954;SIS/2.7643400558522004/-9.798113795684776/73.40565929136372;SIS/1.1320009660884587/21.440704932489417/41.017586511063456,SersicSphere,101.0199,65.2216,37.9138,12.8890,77.2765,4.6188,62.8818,42.3384,91.7195
65,image-000065.png,Raytrace,SIS/29.151167164294147/-3.6076112711238593/34.5101868378163;SIS/-8.853776719015611/10.704114784979817/43.830308414990775;SIS/-1.0153993515546755/13.229648236224367/12.038747184202656;SIS/-4.027993848705348/33.442917630026066/34.50566438571279,SersicSphere,112.2319,355.5151,42.0494,14.7895,68.8322,4.6210,32.7641,111.8883,-8.7762
66,image-000066.png,Raytrace,SIS/24.239109695030184/-23.913648525523723/71.84830159578816;SIS/1.0761451544322558/0.6695834284959138/7.7050921422131715;SIS/15.484861424949308/-0.45918040030643587/41.37568995937721;SIS/5.261430630222721/1.649411765711109/38.476101689270486,SersicSphere,88.0257,332.0501,34.6522,29.1552,44.9756,1.3837,26.1986,77.7582,-41.2576
67,image-000067.png,Raytrace,SIS/22.34399279499281/5.940959095154106/27.601793612793426;SIS/3.273710484423243/2.5110074267549147/12.17372189615008;SIS/-2.920095111671471/16.877803632018637/23.38881755078385;SIS/26.576038491596577/-4.186237497804787/23.791628728016107,SersicSphere,23.4907,294.7254,47.2452,28.2340,154.3846,3.5687,62.5750,9.8255,-21.3371
68,image-000068.png,Raytrace,SIS/-2.7527127833855976/-7.105763597149607/69.63464989408179;SIS/-11.245866781619249/-10.622805572111897/47.58198411207421;SIS/10.170076978959443/-0.44009796144085245/12.064496280779203;SIS/-37.45356848103325/-48.58520723523405/59.5860741718498,SersicSphere,153.0161,308.3895,5.0865,8.5019,95.9272,2.6994,49.8194,95.0237,-119.9351
69,image-000069.png,Raytrace,SIS/-13.215243607249652/4.799566381158426/22.654488210192007;SIS/0.6801983815196692/45.417360977635575/73.45814173024475;SIS/-3.907283564405053/-3.1413495777977514/11.556119226069523;SIS/-15.658706187577835/83.87765344671439/71.6558977101586,SersicSphere,75.9451,174.4416,10.8111,21.2814,66.9712,1.7533,39.5559,-75.5880,7.3561
70,image-000070.png,Raytrace,SIS/4.611216742189027/8.855502469082827/15.786138735588688;SIS/13.201123305748379/3.261943300007269/69.82238674012444;SIS/-5.62379363894396/-5.932326562106959/50.92674897186821;SIS/17.63007165885739/20.575666442042206/41.092988329711446,SersicSphere,3.4827,94.9763,15.8148,23.1826,162.4670,2.0733,69.0649,-0.3021,3.4696
71,image-000071.png,Raytrace,SIS/-24.20215348716327/9.127088109217182/27.468912003080135;SIS/-2.329441861746728/-0.7146810867499348/4.238690659236303;SIS/37.90024270048436/-34.03228403870021/44.01214021988402;SIS/-1.2108052569637278/-0.5882052773342933/10.521914793720038,SersicSphere,43.8058,303.3593,31.4400,14.4071,171.8277,2.7587,53.6774,24.0883,-36.5882
72,image-000072.png,Raytrace,SIS/-37.31230658065506/18.677897435782814/50.333116939055735;SIS/-0.4785766633158813/44.52665364294044/46.464862106562514;SIS/-59.9121004997123/-30.295425083188597/65.55532880430138;SIS/7.407168404466413/-26.04586389051529/54.78081308038229,SersicSphere,56.1948,166.7915,21.0991,7.6750,97.5803,1.9603,66.5180,-54.7082,12.8402
73,image-000073.png,Raytrace,SIS/-1.4195728576407278/2.3188975364266287/9.331417558279654;SIS/-9.394410797393153/-23.349597837858582/23.02963182223347;SIS/32.99370980840118/-4.809743991296372/64.97994231230552;SIS/-0.9997259978228604/29.244677996189548/52.42744489601645,SersicSphere,43.3664,337.4606,14.0059,11.2950,171.2720,3.7645,51.9392,40.0539,-16.6232
74,image-000074.png,Raytrace,SIS/50.33511129054285/8.960321476515205/46.469409564017305;SIS/-20.825439770605044/15.955417841909348/43.171911020308116;SIS/-8.541172613965324/-34.85065293603515/51.381516366623536;SIS/10.51322470379465/-6.668400354055178/44.89251290606762,SersicSphere,30.1641,149.9111,41.1440,14.3718,113.0029,1.0046,29.8718,-26.0994,15.1225
